"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"429","299.228865","157.240.195.56","10.9.2.177","TLSv1.2","412","161109","Application Data"
"430","299.228865","157.240.195.56","10.9.2.177","TLSv1.2","195","161467","Application Data"
"431","299.266443","10.9.2.177","157.240.195.56","TLSv1.2","129","23414","Application Data"
"432","299.301730","10.9.2.177","157.240.195.56","TLSv1.2","143","23489","Application Data"
"433","300.479666","157.240.195.56","10.9.2.177","TLSv1.2","131","161608","Application Data"
"434","300.809121","157.240.195.56","10.9.2.177","TCP","1434","161685","443  >  56568 [ACK] Seq=161685 Ack=23578 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"435","300.809121","157.240.195.56","10.9.2.177","TLSv1.2","888","163065","Application Data, Application Data"
"436","300.891277","10.9.2.177","157.240.195.56","TLSv1.2","150","23578","Application Data"
"437","300.935834","10.9.2.177","157.240.195.56","TLSv1.2","162","23674","Application Data"
"438","300.987479","157.240.195.56","10.9.2.177","TLSv1.2","195","163899","Application Data"
"439","300.988682","10.9.2.177","157.240.195.56","TLSv1.2","154","23782","Application Data"
"440","301.183796","157.240.195.56","10.9.2.177","TLSv1.2","149","164040","Application Data"
"441","301.944394","157.240.195.56","10.9.2.177","TCP","1434","164135","443  >  56568 [ACK] Seq=164135 Ack=23882 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"442","301.944394","157.240.195.56","10.9.2.177","TLSv1.2","187","165515","Application Data"
"443","301.946270","157.240.195.56","10.9.2.177","TCP","1434","165648","443  >  56568 [ACK] Seq=165648 Ack=23882 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"444","301.946270","157.240.195.56","10.9.2.177","TLSv1.2","955","167028","Application Data, Application Data"
"445","302.135503","10.9.2.177","157.240.195.56","TLSv1.2","147","23882","Application Data"
"446","302.316193","157.240.195.56","10.9.2.177","TLSv1.2","222","167929","Application Data"
"447","302.318910","10.9.2.177","157.240.195.56","TLSv1.2","148","23975","Application Data"
"448","302.323090","10.9.2.177","157.240.195.56","TLSv1.2","148","24069","Application Data"
"449","303.078677","157.240.195.56","10.9.2.177","TCP","1434","168097","443  >  56568 [ACK] Seq=168097 Ack=24163 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"450","303.078677","157.240.195.56","10.9.2.177","TLSv1.2","270","169477","Application Data, Application Data"
"451","303.194079","10.9.2.177","157.240.195.56","TLSv1.2","147","24163","Application Data"
"452","305.211531","157.240.195.56","10.9.2.177","TCP","1434","169693","443  >  56568 [ACK] Seq=169693 Ack=24256 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"453","305.211531","157.240.195.56","10.9.2.177","TLSv1.2","750","171073","Application Data, Application Data"
"454","305.351922","10.9.2.177","157.240.195.56","TLSv1.2","147","24256","Application Data"
"455","305.467707","157.240.195.56","10.9.2.177","TLSv1.2","358","171769","Application Data"
"456","305.478721","10.9.2.177","157.240.195.56","TLSv1.2","146","24349","Application Data"
"457","305.486491","10.9.2.177","157.240.195.56","TLSv1.2","146","24441","Application Data"
"458","305.486622","10.9.2.177","157.240.195.56","TLSv1.2","146","24533","Application Data"
"459","305.486683","10.9.2.177","157.240.195.56","TLSv1.2","148","24625","Application Data"
"460","305.799916","157.240.195.56","10.9.2.177","TLSv1.2","131","172073","Application Data"
"461","307.372779","157.240.195.56","10.9.2.177","TLSv1.2","222","172150","Application Data"
"462","307.383269","10.9.2.177","157.240.195.56","TLSv1.2","148","24719","Application Data"
"463","308.151503","157.240.195.56","10.9.2.177","TCP","1434","172318","443  >  56568 [ACK] Seq=172318 Ack=24813 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"464","308.151503","157.240.195.56","10.9.2.177","TLSv1.2","1022","173698","Application Data, Application Data"
"465","308.211197","10.9.2.177","157.240.195.56","TLSv1.2","147","24813","Application Data"
"466","308.470960","157.240.195.56","10.9.2.177","TLSv1.2","270","174666","Application Data"
"467","308.480969","157.240.195.56","10.9.2.177","TCP","1434","174882","443  >  56568 [ACK] Seq=174882 Ack=24906 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"468","308.480969","157.240.195.56","10.9.2.177","TLSv1.2","187","176262","Application Data"
"469","308.483785","10.9.2.177","157.240.195.56","TLSv1.2","148","24906","Application Data"
"470","308.486019","157.240.195.56","10.9.2.177","TCP","1434","176395","443  >  56568 [ACK] Seq=176395 Ack=24906 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"471","308.486019","157.240.195.56","10.9.2.177","TLSv1.2","395","177775","Application Data, Application Data"
"472","308.505496","10.9.2.177","157.240.195.56","TLSv1.2","131","25000","Application Data"
"473","308.572802","10.9.2.177","157.240.195.56","TLSv1.2","147","25077","Application Data"
"474","310.591795","157.240.195.56","10.9.2.177","TLSv1.2","555","178116","Application Data"
"475","310.605737","157.240.195.56","10.9.2.177","TLSv1.2","131","178617","Application Data"
"476","310.609145","157.240.195.56","10.9.2.177","TLSv1.2","131","178694","Application Data"
"477","310.634511","10.9.2.177","157.240.195.56","TLSv1.2","144","25170","Application Data"
"478","311.415233","157.240.195.56","10.9.2.177","TLSv1.2","681","178771","Application Data"
"479","311.475814","10.9.2.177","157.240.195.56","TLSv1.2","150","25260","Application Data"
"480","311.662532","157.240.195.56","10.9.2.177","TLSv1.2","197","179398","Application Data"
"481","311.683934","10.9.2.177","157.240.195.56","TLSv1.2","131","25356","Application Data"
"482","312.954872","157.240.195.56","10.9.2.177","TLSv1.2","131","179541","Application Data"
"483","313.873351","157.240.195.56","10.9.2.177","TCP","1434","179618","443  >  56568 [ACK] Seq=179618 Ack=25433 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
