"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"175","619.230875","10.100.102.220","157.240.195.56","TLSv1.2","126","10388","Application Data"
"176","633.648609","10.100.102.220","157.240.195.56","TLSv1.2","113","10460","Application Data"
"177","635.111727","10.100.102.220","157.240.195.56","TLSv1.2","123","10519","Application Data"
"178","635.344847","157.240.195.56","10.100.102.220","TLSv1.2","125","34662","Application Data"
"179","654.894736","10.100.102.220","157.240.195.56","TLSv1.2","123","10588","Application Data"
"180","655.120675","157.240.195.56","10.100.102.220","TLSv1.2","125","34733","Application Data"
"181","684.384464","10.100.102.220","157.240.195.56","TLSv1.2","123","10657","Application Data"
"182","684.714070","157.240.195.56","10.100.102.220","TLSv1.2","125","34804","Application Data"
"183","691.267066","157.240.195.56","10.100.102.220","TLSv1.2","159","34875","Application Data"
"184","691.317918","10.100.102.220","157.240.195.56","TLSv1.2","128","10726","Application Data"
"185","691.715528","157.240.195.56","10.100.102.220","TCP","1446","34980","443  >  61098 [ACK] Seq=34980 Ack=10800 Win=406 Len=1392 [TCP segment of a reassembled PDU]"
"186","691.715528","157.240.195.56","10.100.102.220","TLSv1.2","243","36372","Application Data, Application Data"
"187","691.822126","10.100.102.220","157.240.195.56","TLSv1.2","128","10800","Application Data"
"188","691.829953","10.100.102.220","157.240.195.56","TLSv1.2","144","10874","Application Data"
"189","691.996322","157.240.195.56","10.100.102.220","TLSv1.2","1062","36561","Application Data"
"190","694.508420","10.100.102.220","157.240.195.56","TLSv1.2","113","10964","Application Data"
"191","694.518816","10.100.102.220","157.240.195.56","TLSv1.2","156","11023","Application Data"
"192","694.763228","157.240.195.56","10.100.102.220","TLSv1.2","143","37569","Application Data"
"193","701.869047","157.240.195.56","10.100.102.220","TLSv1.2","1309","37658","Application Data"
"194","701.961593","10.100.102.220","157.240.195.56","TLSv1.2","144","11125","Application Data"
"195","702.009904","10.100.102.220","157.240.195.56","TLSv1.2","156","11215","Application Data"
"196","702.231980","157.240.195.56","10.100.102.220","TLSv1.2","143","38913","Application Data"
"197","717.913993","10.100.102.220","157.240.195.56","TLSv1.2","123","11317","Application Data"
"198","718.097908","157.240.195.56","10.100.102.220","TLSv1.2","125","39002","Application Data"
"199","736.883868","10.100.102.220","157.240.195.56","TLSv1.2","123","11386","Application Data"
"200","737.141317","157.240.195.56","10.100.102.220","TLSv1.2","125","39073","Application Data"
"201","755.647419","10.100.102.220","157.240.195.56","TLSv1.2","123","11455","Application Data"
"202","755.846441","157.240.195.56","10.100.102.220","TLSv1.2","125","39144","Application Data"
"203","784.546076","10.100.102.220","157.240.195.56","TLSv1.2","113","11524","Application Data"
"204","785.296108","10.100.102.220","157.240.195.56","TLSv1.2","123","11583","Application Data"
"205","785.522861","157.240.195.56","10.100.102.220","TLSv1.2","125","39215","Application Data"
"206","800.757655","10.100.102.220","157.240.195.56","TLSv1.2","123","11652","Application Data"
"207","800.984888","157.240.195.56","10.100.102.220","TLSv1.2","125","39286","Application Data"
"208","824.040775","10.100.102.220","157.240.195.56","TLSv1.2","123","11721","Application Data"
"209","824.252375","157.240.195.56","10.100.102.220","TLSv1.2","125","39357","Application Data"
"210","824.436911","157.240.195.56","10.100.102.220","TLSv1.2","142","39428","Application Data"
"211","824.442985","10.100.102.220","157.240.195.56","TLSv1.2","181","11790","Application Data"
