"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"116","244.593737","10.100.102.220","157.240.195.56","TLSv1.2","181","4696","Application Data"
"117","244.798155","157.240.195.56","10.100.102.220","TLSv1.2","317","29308","Application Data"
"118","244.802248","10.100.102.220","157.240.195.56","TLSv1.2","125","4823","Application Data"
"119","245.511374","157.240.195.56","10.100.102.220","TCP","1446","29571","443  >  61098 [ACK] Seq=29571 Ack=4894 Win=439 Len=1392 [TCP segment of a reassembled PDU]"
"120","245.511374","157.240.195.56","10.100.102.220","TLSv1.2","930","30963","Application Data, Application Data"
"121","245.604794","10.100.102.220","157.240.195.56","TLSv1.2","144","4894","Application Data"
"122","245.881322","157.240.195.56","10.100.102.220","TLSv1.2","183","31839","Application Data"
"123","245.884631","10.100.102.220","157.240.195.56","TLSv1.2","148","4984","Application Data"
"124","251.497307","157.240.195.56","10.100.102.220","TLSv1.2","440","31968","Application Data"
"125","251.581279","10.100.102.220","157.240.195.56","TLSv1.2","150","5078","Application Data"
"126","255.995105","157.240.195.56","10.100.102.220","TCP","1446","32354","443  >  61098 [ACK] Seq=32354 Ack=5174 Win=439 Len=1392 [TCP segment of a reassembled PDU]"
"127","255.995300","157.240.195.56","10.100.102.220","TLSv1.2","646","33746","Application Data, Application Data"
"128","256.090627","10.100.102.220","157.240.195.56","TLSv1.2","150","5174","Application Data"
"129","261.297716","157.240.195.56","10.100.102.220","TLSv1.2","142","34338","Application Data"
"130","261.302763","10.100.102.220","157.240.195.56","TLSv1.2","181","5270","Application Data"
"131","261.489346","157.240.195.56","10.100.102.220","TLSv1.2","198","34426","Application Data"
"132","261.525758","10.100.102.220","157.240.195.56","TLSv1.2","126","5397","Application Data"
"133","280.100056","10.100.102.220","157.240.195.56","TLSv1.2","123","5469","Application Data"
"134","280.277130","157.240.195.56","10.100.102.220","TLSv1.2","125","34570","Application Data"
"135","285.398141","157.240.195.56","10.100.102.220","TLSv1.2","475","34641","Application Data"
"136","285.491647","10.100.102.220","157.240.195.56","TLSv1.2","150","5538","Application Data"
"137","288.062027","157.240.195.56","10.100.102.220","TLSv1.2","1420","35062","Application Data"
"138","288.156357","10.100.102.220","157.240.195.56","TLSv1.2","144","5634","Application Data"
"139","288.722735","157.240.195.56","10.100.102.220","TLSv1.2","183","36428","Application Data"
"140","288.725481","10.100.102.220","157.240.195.56","TLSv1.2","148","5724","Application Data"
"141","301.291912","10.100.102.220","157.240.195.56","TLSv1.2","123","5818","Application Data"
"142","301.513608","157.240.195.56","10.100.102.220","TLSv1.2","125","36557","Application Data"
"143","302.140908","157.240.195.56","10.100.102.220","TLSv1.2","428","36628","Application Data"
"144","302.228875","10.100.102.220","157.240.195.56","TLSv1.2","143","5887","Application Data"
"145","311.651673","157.240.195.56","10.100.102.220","TLSv1.2","331","37002","Application Data"
"146","311.738807","10.100.102.220","157.240.195.56","TLSv1.2","143","5976","Application Data"
"147","312.252794","10.100.102.220","157.240.195.56","TCP","1446","6065","61098  >  443 [ACK] Seq=6065 Ack=37279 Win=513 Len=1392 [TCP segment of a reassembled PDU]"
"148","312.252794","10.100.102.220","157.240.195.56","TCP","1446","7457","61098  >  443 [ACK] Seq=7457 Ack=37279 Win=513 Len=1392 [TCP segment of a reassembled PDU]"
"149","312.252794","10.100.102.220","157.240.195.56","TLSv1.2","268","8849","Application Data"
"150","312.381071","10.100.102.220","157.240.195.56","TLSv1.3","571","1","Client Hello"
"151","312.494744","157.240.195.56","10.100.102.220","TLSv1.2","117","37279","Application Data"
"152","312.494744","157.240.195.56","10.100.102.220","TLSv1.3","266","1","Server Hello, Change Cipher Spec, Application Data"
"153","312.498496","10.100.102.220","157.240.195.56","TLSv1.3","118","518","Change Cipher Spec, Application Data"
"154","312.498993","10.100.102.220","157.240.195.56","TLSv1.3","152","582","Application Data"
"155","312.500293","10.100.102.220","157.240.195.56","TLSv1.3","524","680","Application Data"
"156","312.500420","10.100.102.220","157.240.195.56","TLSv1.3","883","1150","Application Data"
"157","312.500647","10.100.102.220","157.240.195.56","TLSv1.3","177","1979","Application Data"
