"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"184","327.709684","10.100.102.220","157.240.195.56","TLSv1.2","146","9094","Application Data"
"185","337.376905","157.240.195.56","10.100.102.220","TLSv1.2","296","78567","Application Data"
"186","337.475884","10.100.102.220","157.240.195.56","TLSv1.2","147","9186","Application Data"
"187","340.007244","157.240.195.56","10.100.102.220","TLSv1.2","312","78809","Application Data"
"188","340.134805","10.100.102.220","157.240.195.56","TLSv1.2","147","9279","Application Data"
"189","340.713114","157.240.195.56","10.100.102.220","TLSv1.2","428","79067","Application Data"
"190","340.740055","10.100.102.220","157.240.195.56","TLSv1.2","129","9372","Application Data"
"191","340.759502","10.100.102.220","157.240.195.56","TLSv1.2","129","9447","Application Data"
"192","341.489467","157.240.195.56","10.100.102.220","TLSv1.2","319","79441","Application Data"
"193","341.579828","10.100.102.220","157.240.195.56","TLSv1.2","129","9522","Application Data"
"194","341.674726","10.100.102.220","157.240.195.56","TLSv1.2","143","9597","Application Data"
"195","341.675025","10.100.102.220","157.240.195.56","TLSv1.2","143","9686","Application Data"
"196","341.951327","157.240.195.56","10.100.102.220","TLSv1.2","498","79706","Application Data"
"197","341.951327","157.240.195.56","10.100.102.220","TLSv1.2","536","80150","Application Data"
"198","342.058074","10.100.102.220","157.240.195.56","TLSv1.3","571","1","Client Hello"
"199","342.165410","157.240.195.56","10.100.102.220","TLSv1.3","266","1","Server Hello, Change Cipher Spec, Application Data"
"200","342.168578","10.100.102.220","157.240.195.56","TLSv1.3","118","518","Change Cipher Spec, Application Data"
"201","342.169045","10.100.102.220","157.240.195.56","TLSv1.3","152","582","Application Data"
"202","342.169463","10.100.102.220","157.240.195.56","TLSv1.3","592","680","Application Data"
"203","342.276176","157.240.195.56","10.100.102.220","TLSv1.3","225","213","Application Data"
"204","342.276176","157.240.195.56","10.100.102.220","TLSv1.3","128","384","Application Data"
"205","342.276176","157.240.195.56","10.100.102.220","TLSv1.3","85","458","Application Data"
"206","342.276176","157.240.195.56","10.100.102.220","TLSv1.3","89","489","Application Data"
"207","342.276321","157.240.195.56","10.100.102.220","TLSv1.3","1446","1916","[TCP Previous segment not captured] , Continuation Data"
"208","342.276321","157.240.195.56","10.100.102.220","TLSv1.3","540","3308","Continuation Data"
"209","342.276551","10.100.102.220","157.240.195.56","TLSv1.3","85","1218","Application Data"
"210","343.899417","157.240.195.56","10.100.102.220","TLSv1.2","147","80632","Application Data"
"211","343.902006","10.100.102.220","157.240.195.56","TLSv1.2","146","9775","Application Data"
"212","350.334336","157.240.195.56","10.100.102.220","TLSv1.2","189","80725","Application Data"
"213","350.337591","10.100.102.220","157.240.195.56","TLSv1.2","148","9867","Application Data"
"214","351.335778","157.240.195.56","10.100.102.220","TLSv1.2","463","80860","Application Data"
"215","351.341102","10.100.102.220","157.240.195.56","TLSv1.2","148","9961","Application Data"
"216","353.601095","157.240.195.56","10.100.102.220","TLSv1.2","384","81269","Application Data"
"217","353.601095","157.240.195.56","10.100.102.220","TLSv1.2","657","81599","Application Data"
"218","353.664207","10.100.102.220","157.240.195.56","TLSv1.2","145","10055","Application Data"
"219","353.806528","10.100.102.220","157.240.195.56","TLSv1.2","150","10146","Application Data"
"220","354.034684","157.240.195.56","10.100.102.220","TLSv1.2","311","82202","Application Data"
"221","354.110959","10.100.102.220","157.240.195.56","TLSv1.2","143","10242","Application Data"
"222","354.231555","157.240.195.56","10.100.102.220","TLSv1.2","185","82459","Application Data"
"223","354.234155","10.100.102.220","157.240.195.56","TLSv1.2","149","10331","Application Data"
"224","354.341739","157.240.195.56","10.100.102.220","TLSv1.2","181","82590","Application Data"
"225","354.344311","10.100.102.220","157.240.195.56","TLSv1.2","147","10426","Application Data"
"226","358.938720","157.240.195.56","10.100.102.220","TLSv1.2","312","82717","Application Data"
"227","359.034251","10.100.102.220","157.240.195.56","TLSv1.2","147","10519","Application Data"
"228","361.097433","157.240.195.56","10.100.102.220","TLSv1.2","312","82975","Application Data"
"229","361.154529","10.100.102.220","157.240.195.56","TLSv1.2","147","10612","Application Data"
"230","362.078437","157.240.195.56","10.100.102.220","TCP","1446","83233","443  >  61454 [ACK] Seq=83233 Ack=10705 Win=469 Len=1392 [TCP segment of a reassembled PDU]"
